Survived,Sex,Age,Family,isMother,Pclass_1,Pclass_2,Embarked_1,Embarked_2,Fare_Category_1,Fare_Category_2
1,0,40,0,0,1,0,0,1,0,1
1,1,48,4,1,1,0,1,0,0,0
1,0,26,0,0,0,0,1,0,1,0
1,0,14,0,0,0,0,0,1,1,0
0,0,70,2,0,1,0,0,1,0,0
0,0,25,0,0,0,1,0,1,1,0
1,0,34,0,0,0,1,0,1,1,0
0,0,32,0,0,0,0,0,1,1,0
1,0,40,0,0,1,0,0,1,0,1
1,0,39,1,0,0,0,1,0,1,0
0,0,24,0,0,0,0,0,1,1,0
0,1,45,0,0,0,0,0,1,1,0
1,1,76,1,0,1,0,0,1,0,0
0,0,28,0,0,0,0,1,0,1,0
1,1,31,2,0,0,1,0,1,0,1
0,0,15,3,0,0,0,0,1,0,1
0,0,20,0,0,0,0,0,1,1,0
0,0,22,0,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,1,1,0
1,1,23,0,0,0,0,0,1,1,0
0,0,28,0,0,0,0,1,0,1,0
0,0,5,6,0,0,0,0,1,0,1
0,0,29,0,0,1,0,0,1,0,1
1,1,9,2,0,0,0,1,0,1,0
0,0,56,0,0,1,0,1,0,0,1
0,0,28,0,0,0,0,0,1,1,0
0,0,36,0,0,0,1,1,0,1,0
0,0,48,0,0,0,1,0,1,1,0
0,0,29,1,0,1,0,0,1,0,0
1,1,45,1,0,1,0,1,0,0,0
1,1,42,1,0,0,1,0,1,0,1
1,1,44,1,0,1,0,1,0,0,0
0,0,27,0,0,0,1,1,0,1,0
1,1,24,0,0,1,0,1,0,0,0
0,0,9,7,0,0,0,0,1,0,0
1,1,30,0,0,0,1,0,0,1,0
1,0,25,1,0,0,0,0,1,1,0
0,0,17,0,0,0,1,0,1,0,0
1,1,47,1,0,0,0,0,1,1,0
1,0,48,0,0,1,0,0,1,0,1
0,0,36,1,0,1,0,0,1,0,0
0,0,36,2,0,0,0,0,1,0,1
1,1,21,1,0,0,1,0,1,1,0
0,0,34,0,0,0,1,0,1,1,0
1,1,22,2,0,0,0,0,1,1,0
0,0,18,0,0,0,1,0,1,1,0
1,1,28,0,0,0,0,0,0,1,0
0,0,19,1,0,1,0,0,1,0,0
0,1,26,2,1,0,0,0,1,1,0
1,1,20,0,0,0,1,0,1,0,1
0,1,21,1,0,0,0,0,1,1,0
1,1,35,1,0,1,0,1,0,0,0
0,1,9,5,0,0,0,0,1,0,1
0,0,40,0,0,0,0,0,0,1,0
0,0,24,1,0,1,0,0,1,0,0
0,0,30,0,0,1,0,0,1,0,0
0,0,62,0,0,1,0,0,1,0,1
0,0,34,0,0,0,0,0,1,1,0
1,1,33,3,0,0,0,0,1,1,0
0,0,26,2,0,0,0,0,1,1,0
0,0,21,0,0,0,0,0,1,1,0
0,1,17,4,0,0,0,0,1,0,1
0,0,28,0,0,0,0,0,1,1,0
1,1,24,1,0,0,0,0,1,1,0
1,1,18,2,0,0,1,0,1,1,0
0,0,18,0,0,0,0,0,1,1,0
0,0,17,0,0,0,0,0,1,1,0
1,0,31,0,0,0,0,0,1,1,0
1,1,45,0,0,1,0,1,0,0,0
0,0,43,1,0,0,1,0,1,1,0
0,1,36,2,1,0,0,0,1,1,0
0,0,28,0,0,0,0,0,1,1,0
0,0,42,1,0,0,0,0,1,1,0
1,1,18,0,0,0,0,0,1,1,0
1,1,64,2,1,1,0,1,0,0,0
0,0,36,0,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,0,1,0
1,1,39,2,0,1,0,1,0,0,0
1,0,28,0,0,0,0,1,0,1,0
1,1,33,0,0,1,0,1,0,0,1
1,1,49,1,0,1,0,1,0,0,0
0,0,28,0,0,0,0,1,0,1,0
0,1,28,0,0,0,0,0,1,1,0
0,0,27,0,0,0,1,0,1,1,0
0,0,60,2,0,0,1,0,1,0,1
0,0,28,0,0,0,0,0,1,1,0
0,1,14,1,0,0,0,1,0,1,0
1,1,30,0,0,0,1,0,1,1,0
1,1,55,0,0,1,0,1,0,0,1
0,0,28,0,0,0,0,0,1,0,0
0,0,24,0,0,0,0,0,1,1,0
1,0,27,0,0,0,0,0,1,1,0
0,0,45,0,0,1,0,0,1,0,1
1,1,43,1,0,1,0,1,0,0,0
1,1,32,0,0,1,0,1,0,0,0
0,0,31,0,0,0,0,0,1,1,0
0,0,16,0,0,0,0,0,1,1,0
0,0,29,1,0,0,1,1,0,0,1
1,1,39,2,0,1,0,0,1,0,0
0,0,40,0,0,1,0,0,1,0,1
0,0,21,0,0,0,0,0,1,1,0
1,1,58,0,0,1,0,0,1,0,1
0,0,36,3,0,0,1,0,1,0,1
0,0,40,7,0,0,0,0,1,0,0
0,0,24,0,0,0,0,0,1,1,0
1,0,21,1,0,1,0,1,0,0,0
0,0,28,0,0,0,0,0,1,1,0
0,0,40,0,0,1,0,0,1,0,0
1,1,18,1,0,1,0,0,1,0,0
1,1,25,2,0,0,1,0,1,0,1
1,1,30,0,0,0,0,0,0,1,0
0,0,28,1,0,0,1,0,1,0,1
0,0,44,1,0,0,1,0,1,0,1
0,0,32,0,0,0,1,0,1,0,0
1,0,28,0,0,0,0,0,1,0,0
0,1,20,2,1,0,0,1,0,1,0
0,0,29,1,0,0,1,0,1,0,1
0,0,39,1,0,1,0,1,0,0,0
1,1,30,0,0,1,0,0,1,0,0
0,1,25,1,0,0,0,0,1,1,0
0,0,19,0,0,0,0,0,1,1,0
1,1,36,2,1,0,0,0,1,1,0
1,1,22,0,0,0,0,0,1,1,0
0,1,14,10,0,0,0,0,1,0,0
1,1,38,0,0,1,0,1,0,0,0
1,1,19,2,0,1,0,0,1,0,1
0,0,42,0,0,1,0,0,1,0,1
1,1,24,3,0,0,1,0,1,0,0
1,0,49,1,0,1,0,1,0,0,0
0,0,42,1,0,1,0,0,1,0,0
1,0,32,0,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,0,1,0
0,0,37,1,0,1,0,0,1,0,0
0,0,19,0,0,0,0,0,1,1,0
0,0,51,0,0,0,0,0,1,1,0
0,1,36,0,0,1,0,1,0,0,1
1,1,19,1,0,0,1,0,1,0,1
0,1,60,1,0,0,1,0,1,0,1
0,0,28,0,0,0,0,0,0,1,0
1,0,21,0,0,0,0,0,1,1,0
1,1,31,1,0,1,0,1,0,0,0
1,1,33,0,0,1,0,0,1,0,0
0,0,30,0,0,0,0,1,0,1,0
0,0,44,0,0,0,1,0,1,1,0
0,0,40,5,0,0,0,0,1,0,1
0,1,25,3,1,1,0,0,1,0,0
0,0,55,0,0,1,0,0,1,0,0
0,0,56,0,0,0,0,0,1,1,0
1,1,23,1,0,1,0,0,1,0,0
0,0,61,0,0,0,0,0,1,1,0
0,1,27,1,0,0,0,0,1,1,0
1,0,1,2,0,0,1,0,1,0,1
0,0,25,0,0,1,0,1,0,0,1
1,0,18,0,0,0,0,0,1,1,0
1,1,34,0,0,0,1,0,1,1,0
0,0,19,0,0,0,1,0,1,1,0
1,1,28,1,0,0,1,1,0,0,1
0,0,51,0,0,0,0,0,1,1,0
1,1,28,0,0,0,0,0,0,1,0
1,1,28,0,0,0,1,0,1,1,0
1,1,41,0,0,1,0,1,0,0,0
1,1,3,3,0,0,1,1,0,0,1
0,0,32,2,0,0,1,0,1,0,0
1,1,29,1,0,0,1,0,1,0,1
0,0,21,0,0,0,0,0,1,1,0
0,0,24,0,0,0,0,0,1,1,0
0,0,28,0,0,1,0,1,0,0,1
0,0,40,0,0,1,0,1,0,0,1
1,0,50,2,0,1,0,0,1,0,0
0,1,30,0,0,0,0,0,0,1,0
0,0,18,0,0,0,0,1,0,1,0
1,1,4,2,0,0,1,0,1,0,1
0,0,11,0,0,0,0,1,0,1,0
0,1,20,0,0,0,0,0,1,1,0
0,0,23,1,0,0,0,0,1,1,0
0,0,21,0,0,0,0,0,0,1,0
1,0,48,1,0,1,0,1,0,0,0
1,1,28,0,0,0,0,0,0,1,0
0,0,14,0,0,0,1,0,1,0,0
0,1,28,0,0,0,0,0,0,1,0
1,0,38,1,0,1,0,0,1,0,0
0,0,28,0,0,0,0,0,1,1,0
1,0,52,0,0,1,0,0,1,0,1
1,1,38,1,0,1,0,0,1,0,0
0,0,40,0,0,1,0,0,1,0,0
0,0,59,0,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,1,1,0
0,0,40,2,0,0,0,0,0,1,0
1,1,40,0,0,1,0,1,0,0,1
0,1,24,0,0,0,0,0,1,1,0
0,0,32,0,0,0,0,0,1,1,0
1,1,24,1,0,0,0,0,0,1,0
1,1,18,2,0,1,0,0,1,0,0
0,0,24,0,0,0,0,0,1,1,0
0,0,34,0,0,0,1,0,1,1,0
1,1,30,0,0,1,0,1,0,0,1
0,1,24,1,0,0,0,1,0,1,0
1,0,32,0,0,0,0,0,1,1,0
1,0,43,1,0,1,0,1,0,0,1
1,1,24,2,1,0,1,0,1,1,0
1,1,1,2,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,0,1,0
0,0,36,0,0,0,0,0,1,1,0
0,0,20,0,0,0,0,0,1,1,0
0,1,25,0,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,1,1,0
0,0,27,0,0,0,0,1,0,1,0
0,0,32,0,0,0,1,0,1,0,0
1,1,24,0,0,1,0,1,0,0,0
0,0,33,0,0,0,0,0,1,1,0
0,0,62,0,0,0,1,0,0,1,0
1,1,18,1,0,1,0,0,1,0,0
1,1,40,0,0,1,0,1,0,0,0
0,0,47,0,0,0,0,0,1,1,0
0,0,71,0,0,1,0,1,0,0,0
1,1,24,1,0,0,0,0,0,1,0
1,1,8,2,0,0,1,0,1,0,1
1,0,32,0,0,0,0,0,1,0,0
0,0,28,0,0,0,0,1,0,1,0
0,1,29,4,1,0,0,0,1,1,0
0,0,55,2,0,1,0,0,1,0,0
1,1,22,1,0,1,0,0,1,0,0
0,0,25,0,0,0,1,0,1,0,1
1,0,3,2,0,0,0,0,1,1,0
1,0,3,6,0,0,0,0,1,0,1
0,0,24,0,0,0,1,0,1,1,0
0,0,58,0,0,1,0,1,0,0,1
1,1,17,1,0,1,0,0,1,0,0
1,0,2,2,0,0,1,0,1,0,1
0,0,27,0,0,0,0,0,1,1,0
0,1,14,10,0,0,0,0,1,0,0
0,0,29,1,0,0,0,0,1,1,0
1,0,8,2,0,0,1,0,1,0,1
1,1,33,3,1,0,0,0,1,1,0
1,1,15,1,0,0,0,1,0,1,0
1,1,18,1,0,0,1,0,1,0,1
0,0,28,0,0,0,0,0,1,1,0
0,0,12,2,0,0,0,0,1,1,0
0,0,24,1,0,0,0,0,1,1,0
1,1,28,1,0,0,1,0,1,0,1
1,1,4,2,0,0,0,0,1,1,0
1,1,36,1,0,0,0,0,1,1,0
1,0,24,0,0,0,0,0,1,1,0
1,1,58,1,0,1,0,0,1,0,0
1,0,35,0,0,1,0,0,1,0,1
0,0,28,0,0,0,0,0,0,1,0
0,0,16,5,0,0,0,0,1,0,1
1,0,53,2,0,1,0,0,1,0,0
0,0,32,0,0,0,1,0,1,1,0
0,0,15,2,0,0,0,1,0,1,0
1,1,28,0,0,0,0,0,1,1,0
0,0,32,0,0,0,1,0,1,0,0
0,0,26,0,0,0,1,0,1,1,0
0,0,28,2,0,0,0,0,1,1,0
1,1,32,0,0,0,1,0,1,1,0
0,1,18,2,0,0,1,0,1,1,0
0,0,21,0,0,0,0,0,1,1,0
1,1,28,0,0,0,0,0,0,1,0
0,0,19,0,0,0,1,0,1,1,0
1,1,18,1,0,1,0,1,0,0,0
0,0,70,0,0,0,0,0,0,1,0
0,0,29,0,0,0,0,0,1,1,0
1,1,14,1,0,0,0,1,0,1,0
1,1,30,3,0,0,1,0,1,1,0
1,0,1,2,0,0,1,0,1,1,0
1,1,63,0,0,0,0,0,1,1,0
1,0,12,1,0,0,0,1,0,1,0
0,1,31,0,0,0,0,0,1,1,0
0,0,26,0,0,0,1,0,1,1,0
1,1,19,1,0,0,0,0,1,1,0
1,1,28,0,0,0,0,0,0,1,0
0,1,37,0,0,0,0,0,0,1,0
0,0,38,0,0,0,0,0,1,1,0
0,0,22,1,0,0,0,0,1,1,0
0,0,19,0,0,0,0,0,1,1,0
0,0,1,2,0,0,0,0,1,1,0
0,0,32,0,0,0,1,1,0,1,0
0,0,28,0,0,0,0,0,1,1,0
0,0,47,0,0,1,0,0,1,0,1
1,1,2,1,0,0,0,0,1,1,0
0,1,28,0,0,0,0,0,1,1,0
0,1,2,2,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,0,1,0
1,0,8,2,0,0,1,0,1,0,1
0,0,35,0,0,0,1,0,1,0,1
1,1,52,2,0,1,0,0,1,0,0
0,0,32,0,0,1,0,1,0,0,0
1,0,6,2,0,1,0,1,0,0,0
1,0,17,2,0,1,0,1,0,0,0
1,1,38,0,0,0,0,1,0,1,0
1,1,21,0,0,0,0,0,1,1,0
0,0,17,0,0,1,0,0,1,0,0
0,1,28,0,0,0,0,0,0,1,0
1,0,11,3,0,1,0,0,1,0,0
0,1,17,4,0,0,0,0,1,0,1
1,1,28,0,0,0,0,0,0,1,0
0,0,30,0,0,0,1,0,1,1,0
0,1,28,0,0,0,0,0,0,1,0
0,1,16,7,0,0,0,0,1,0,0
0,0,23,0,0,0,0,0,1,1,0
1,1,31,0,0,0,1,0,1,1,0
1,1,29,2,1,0,0,1,0,1,0
0,1,28,0,0,0,0,0,1,1,0
0,0,18,0,0,0,0,0,1,1,0
1,1,27,0,0,0,0,0,1,1,0
1,0,28,0,0,0,0,0,1,0,0
0,0,40,0,0,0,1,0,1,1,0
0,0,28,0,0,0,0,1,0,1,0
1,1,45,0,0,0,0,1,0,1,0
1,0,20,2,0,0,0,1,0,1,0
1,1,5,6,0,0,0,0,1,0,1
1,1,27,0,0,0,1,0,1,1,0
0,1,22,0,0,0,0,0,1,1,0
0,0,17,0,0,0,0,0,1,1,0
0,1,21,0,0,0,0,0,1,1,0
0,0,36,2,0,0,1,0,1,0,1
0,0,40,1,0,0,1,0,1,0,1
0,0,29,1,0,0,1,0,1,1,0
1,0,27,0,0,0,0,0,1,1,0
0,1,14,10,0,0,0,0,1,0,0
1,1,17,6,0,0,0,0,1,1,0
0,0,28,0,0,0,0,1,0,1,0
0,0,28,0,0,0,0,0,1,1,0
1,0,32,0,0,0,0,0,1,1,0
0,0,27,1,0,0,0,1,0,1,0
0,0,46,0,0,1,0,1,0,0,0
1,1,23,1,0,1,0,1,0,0,0
1,1,29,1,0,0,1,0,1,0,1
1,0,32,0,0,0,1,1,0,1,0
0,0,18,1,0,1,0,1,0,0,0
0,1,18,2,0,0,0,0,1,1,0
0,0,26,1,0,0,0,0,1,1,0
0,1,63,1,0,1,0,0,1,0,0
1,1,36,2,0,1,0,0,1,0,0
0,1,30,1,0,0,0,0,1,1,0
1,1,41,1,0,0,1,0,1,1,0
1,1,24,3,0,0,1,0,1,0,1
0,0,26,0,0,0,0,1,0,1,0
0,0,23,0,0,0,0,0,1,1,0
0,1,22,0,0,0,1,0,1,1,0
1,1,16,1,0,1,0,0,1,0,1
1,1,28,0,0,0,0,0,1,1,0
1,1,18,0,0,0,0,0,1,1,0
1,0,40,0,0,1,0,1,0,0,1
0,0,20,0,0,0,0,0,1,1,0
0,0,37,1,0,1,0,1,0,0,1
0,0,28,0,0,0,0,0,1,1,0
0,1,32,2,0,0,0,0,0,1,0
0,1,47,1,0,0,0,0,1,1,0
0,0,23,0,0,0,1,0,1,1,0
0,0,50,1,0,1,0,1,0,0,0
1,1,50,0,0,0,1,0,1,1,0
1,0,31,0,0,1,0,1,0,0,1
1,0,29,4,0,0,0,0,1,0,1
0,0,28,0,0,0,1,0,1,0,1
1,0,9,2,0,0,0,0,1,1,0
0,0,40,0,0,1,0,0,1,0,1
0,0,28,0,0,0,0,0,1,1,0
0,0,14,10,0,0,0,0,1,0,0
0,0,28,0,0,0,0,0,1,1,0
1,1,14,1,0,0,1,1,0,0,1
1,1,33,2,1,0,1,0,1,0,1
0,0,51,1,0,1,0,1,0,0,0
0,0,43,0,0,0,0,0,1,1,0
1,1,5,0,0,0,0,0,1,1,0
0,0,42,0,0,0,1,0,1,1,0
1,1,45,1,0,1,0,1,0,0,0
1,1,24,1,0,0,0,0,0,0,1
1,1,39,0,0,1,0,0,1,0,0
0,0,26,1,0,0,0,1,0,1,0
0,0,4,5,0,0,0,0,1,0,1
0,1,38,6,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,1,1,0
0,0,42,1,0,0,1,0,1,0,1
1,0,20,0,0,0,0,0,1,1,0
0,0,46,0,0,0,1,0,1,0,1
1,1,50,0,0,0,1,0,1,1,0
0,0,28,0,0,0,0,0,1,1,0
1,1,64,2,0,1,0,0,1,0,1
1,0,29,0,0,0,0,0,1,1,0
1,1,20,3,0,0,1,0,1,0,1
1,1,24,0,0,1,0,1,0,0,0
1,1,54,1,0,1,0,1,0,0,0
1,1,38,1,0,1,0,0,1,0,0
0,0,21,0,0,0,1,0,1,1,0
0,0,28,0,0,0,0,1,0,1,0
1,0,51,0,0,1,0,0,1,0,1
0,1,28,0,0,0,0,0,1,1,0
0,0,29,0,0,0,0,0,1,1,0
0,0,24,1,0,0,0,1,0,1,0
1,1,15,0,0,0,0,0,0,1,0
1,1,22,0,0,0,0,0,0,1,0
0,0,39,6,0,0,0,0,1,0,1
1,1,32,0,0,0,1,0,1,0,1
1,1,40,2,0,0,1,0,1,0,1
0,0,41,0,0,0,0,0,1,1,0
0,0,23,0,0,0,1,0,1,1,0
1,1,40,0,0,0,1,0,1,1,0
1,1,36,0,0,1,0,1,0,0,0
1,1,16,1,0,1,0,1,0,0,0
1,1,20,2,0,0,0,0,0,0,1
0,0,32,0,0,0,1,0,1,0,0
1,1,19,2,0,0,0,1,0,1,0
0,0,39,0,0,0,0,0,1,0,1
1,0,32,1,0,0,1,0,1,0,1
1,1,43,1,0,1,0,0,1,0,0
0,0,24,0,0,0,1,0,1,1,0
1,1,24,0,0,1,0,1,0,0,0
0,0,44,0,0,0,0,0,1,1,0
0,0,20,0,0,0,0,0,1,1,0
0,0,20,0,0,0,0,0,1,1,0
0,0,52,0,0,0,1,0,1,1,0
1,1,39,1,0,1,0,0,1,0,0
0,0,17,0,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,1,1,0
1,1,18,4,0,1,0,1,0,0,0
0,0,21,1,0,0,0,0,1,1,0
1,1,31,2,0,1,0,0,1,0,0
1,1,38,1,0,1,0,1,0,0,0
0,1,38,0,0,0,1,0,1,1,0
1,0,49,1,0,1,0,1,0,0,0
0,1,45,1,0,0,0,1,0,1,0
1,1,45,2,1,0,1,0,1,0,1
0,0,39,0,0,0,1,0,1,1,0
0,0,35,0,0,0,1,0,1,1,0
1,1,49,0,0,1,0,0,1,0,1
1,1,21,0,0,1,0,0,1,0,1
1,1,20,2,0,0,0,0,0,0,1
0,0,47,0,0,0,1,0,1,1,0
1,0,20,2,0,0,0,1,0,1,0
1,1,40,0,0,1,0,0,1,0,0
0,0,28,0,0,0,0,0,0,1,0
1,1,24,5,1,0,1,0,1,1,0
1,0,23,1,0,1,0,1,0,0,0
1,1,63,1,0,1,0,0,1,0,0
